trial_name,trial_number,attempts,response1,response2,response3,picture1,picture2,item,correct3,text,question1,question2,question3,response,name,trials,context,sentence,question,paraphrase,correct,RT,trial_type,context_picture,target_picture,target,target_size,ref_np,adj,adj_cond,syntax,utterance,workerid,startDate,startTime,botresponse,understand,age,sex,education,languages,enjoyment,problems,fairprice,comments,experiment_id
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",redwoods,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",7865,filler,images/tree-parade-basic_filler.png,images/redwood_filler.png,redwood,big,landmark,big,congruent,subj,Your friend says: <br/><b>That redwood is big.</b>,workerid_0030,Tue Jun 23 2020 14:22:00 GMT-0500 (Central Daylight Time),1592940120049,elizabeth,yes,31,male,graduated_high_school,English,2,,1.00,,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",sunflowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10592,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That gift is a big sunflower.</b>,workerid_0030,Tue Jun 23 2020 14:22:00 GMT-0500 (Central Daylight Time),1592940120049,elizabeth,yes,31,male,graduated_high_school,English,2,,1.00,,35
warmup1,1,1,redwood,bonsai,trees,warmup/redwood2.png,warmup/bonsai2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup1,2,1,chihuahua,doberman,dogs,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",26826,filler,images/tree-parade-basic_filler.png,images/redwood_filler.png,redwood,big,landmark,big,congruent,subj,Your friend says: <br/><b>That redwood is big.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",landmarks,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",33283,critical,images/tree-parade-basic.png,images/bonsai_stick.png,bonsai,small,landmark,small,congruent,pred,Your friend says: <br/><b>That landmark is a small bonsai.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",5184,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That's a small chihuahua.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",15505,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That big doberman is a service-animal.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,1,sunflower,dandolion,fowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,2,sunflower,dandolion,plants,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,3,sunflower,dandolion,plants,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,4,sunflower,dandolion,plants,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,5,sunflower,dandolion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,6,sunflower,dandolion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,7,sunflower,dandolion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,8,sunflower,dandolion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,1,9,sunflower,dandelion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup2,2,1,eagle,hummingbird,birds,warmup/eagle2.png,warmup/hummingbird2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",eagles,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",9473,filler,images/bird-parade-basic_filler.png,images/eagle_filler.png,eagle,big,rescue,big,congruent,pred,Your friend says: <br/><b>That's a big eagle.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",6791,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That dandelion is small.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",10432,critical,images/bird-parade-basic.png,images/hummingbird.png,hummingbird,small,rescue,small,congruent,subj,Your friend says: <br/><b>That small hummingbird is a rescue.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",9608,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That gift is a big sunflower.</b>,workerid_0031,Tue Jun 23 2020 14:04:57 GMT-0500 (Central Daylight Time),1592939097278,susan,yes,65,male,graduated_college,English,1,none,1.25,none,35
warmup1,1,1,sunflower,dandelion,flowers,warmup/sunflower2.png,warmup/dandelion2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
warmup1,2,1,chihuahua,doberman,dogs,warmup/chihuahua2.png,warmup/doberman2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings.,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
comp_class_warmup,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings.,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
comp_class_warmup,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",14302,filler,images/flower-parade-basic_filler.png,images/sunflower_filler.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That's a big sunflower.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",8840,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That's a small chihuahua.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",22240,critical,images/flower-parade-basic.png,images/dandelion.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That small dandelion is a gift.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",17675,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That big doberman is a service-animal.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
warmup2,1,1,great dane,pug,dogs,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
warmup2,2,1,eagle,hummingbird,birds,warmup/eagle2.png,warmup/hummingbird2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",8732,filler,images/bird-parade-basic_filler.png,images/hummingbird_filler.png,hummingbird,small,rescue,small,congruent,subj,Your friend says: <br/><b>That hummingbird is small.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",6999,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,subj,Your friend says: <br/><b>That Great Dane is big.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",eagles,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",17711,critical,images/bird-parade-basic.png,images/eagle.png,eagle,big,rescue,big,congruent,pred,Your friend says: <br/><b>That rescue is a big eagle.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pugs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",10462,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That prize-winner is a small pug.</b>,workerid_0032,Tue Jun 23 2020 15:00:50 GMT-0400 (Eastern Daylight Time),1592938850621,patricia,confused,69,female,some_college,english,2,none,1.00,thank you!,35
warmup1,1,1,doberman,chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
warmup1,2,1,hummingbird,eagle,birds,warmup/hummingbird2.png,warmup/eagle2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10641,filler,images/bird-parade-basic_filler.png,images/eagle_filler.png,eagle,big,rescue,big,congruent,subj,Your friend says: <br/><b>That eagle is big.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",hummingbirds,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",6144,critical,images/bird-parade-basic.png,images/hummingbird.png,hummingbird,small,rescue,small,congruent,pred,Your friend says: <br/><b>That rescue is a small hummingbird.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dobermans,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",7521,filler,images/dog-parade-basic_filler.png,images/doberman_filler.png,doberman,big,service-animal,big,congruent,pred,Your friend says: <br/><b>That's a big doberman.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",5809,critical,images/dog-parade-basic.png,images/chihuahua.png,chihuahua,small,service-animal,small,congruent,subj,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
warmup2,1,1,redwood,bonsai,trees,warmup/redwood2.png,warmup/bonsai2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
warmup2,2,1,great dane,pug,dogs,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pugs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",4544,filler,images/dog-parade-basic2_filler.png,images/pug_filler.png,pug,small,prize-winner,small,congruent,subj,Your friend says: <br/><b>That pug is small.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",grat danes,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",7281,critical,images/dog-parade-basic2.png,images/great-dane.png,Great Dane,big,prize-winner,big,congruent,pred,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",bonsai,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",5937,filler,images/tree-parade-basic_filler.png,images/bonsai_filler.png,bonsai,small,landmark,small,congruent,pred,Your friend says: <br/><b>That's a small bonsai.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",6529,critical,images/tree-parade-basic.png,images/redwood_sign.png,redwood,big,landmark,big,congruent,subj,Your friend says: <br/><b>That big redwood is a landmark.</b>,workerid_0033,Tue Jun 23 2020 14:23:04 GMT-0500 (Central Daylight Time),1592940184875,mary,yes,31,male,graduated_college,english,1,,1,,35
warmup1,1,1,great dane,pug,dogs,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0034,Tue Jun 23 2020 14:30:54 GMT-0500 (Central Daylight Time),1592940654691,sarah,yes,34,male,graduated_high_school,english,2,no,1.00,none,35
